,Diagnosis,Drug,Age,Ethnicity,Gender,Count
9094,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,35 to 44 years,WHITE,M,24
9095,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,45 to 54 years,ASIAN,F,1
9096,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,45 to 54 years,BLACK,F,13
9097,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,45 to 54 years,HISPANIC OR LATINO,M,7
9098,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,45 to 54 years,WHITE,F,8
9099,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,45 to 54 years,WHITE,M,22
9100,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,55 to 64 years,BLACK,M,13
9101,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,55 to 64 years,OTHERS,F,5
9102,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,55 to 64 years,OTHERS,M,5
9103,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,55 to 64 years,WHITE,F,23
9104,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,55 to 64 years,WHITE,M,12
9105,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,65 to 74 years,BLACK,F,6
9106,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,65 to 74 years,OTHERS,F,24
9107,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,65 to 74 years,OTHERS,M,2
9108,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,65 to 74 years,WHITE,F,6
9109,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,65 to 74 years,WHITE,M,21
9110,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,75 to 84 years,BLACK,F,2
9111,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,75 to 84 years,WHITE,F,6
9112,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,75 to 84 years,WHITE,M,27
9113,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,ASIAN,F,9
9114,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,ASIAN,M,25
9115,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,BLACK,F,40
9116,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,BLACK,M,20
9117,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,HISPANIC OR LATINO,F,13
9118,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,OTHERS,F,28
9119,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,OTHERS,M,48
9120,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,WHITE,F,147
9121,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Insulin,85 years and older,WHITE,M,262
9122,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,15 to 24 years,WHITE,F,6
9123,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,15 to 24 years,WHITE,M,4
9124,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,25 to 34 years,ASIAN,F,5
9125,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,25 to 34 years,WHITE,F,13
9126,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,25 to 34 years,WHITE,M,14
9127,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,35 to 44 years,OTHERS,F,10
9128,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,35 to 44 years,OTHERS,M,6
9129,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,35 to 44 years,WHITE,F,7
9130,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,35 to 44 years,WHITE,M,58
9131,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,45 to 54 years,ASIAN,F,3
9132,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,45 to 54 years,BLACK,F,7
9133,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,45 to 54 years,BLACK,M,11
9134,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,45 to 54 years,HISPANIC OR LATINO,M,3
9135,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,45 to 54 years,WHITE,F,35
9136,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,45 to 54 years,WHITE,M,36
9137,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,55 to 64 years,BLACK,F,4
9138,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,55 to 64 years,BLACK,M,15
9139,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,55 to 64 years,OTHERS,F,4
9140,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,55 to 64 years,OTHERS,M,1
9141,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,55 to 64 years,WHITE,F,21
9142,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,55 to 64 years,WHITE,M,29
9143,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,65 to 74 years,BLACK,F,6
9144,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,65 to 74 years,OTHERS,F,5
9145,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,65 to 74 years,OTHERS,M,1
9146,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,65 to 74 years,WHITE,F,15
9147,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,65 to 74 years,WHITE,M,28
9148,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,75 to 84 years,BLACK,F,1
9149,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,75 to 84 years,OTHERS,M,4
9150,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,75 to 84 years,WHITE,F,13
9151,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,75 to 84 years,WHITE,M,28
9152,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,ASIAN,F,16
9153,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,ASIAN,M,27
9154,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,BLACK,F,72
9155,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,BLACK,M,17
9156,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,HISPANIC OR LATINO,F,19
9157,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,HISPANIC OR LATINO,M,2
9158,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,OTHERS,F,51
9159,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,OTHERS,M,70
9160,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,WHITE,F,232
9161,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Iso-Osmotic Dextrose,85 years and older,WHITE,M,325
9162,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,15 to 24 years,WHITE,M,1
9163,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,35 to 44 years,WHITE,M,3
9164,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,45 to 54 years,BLACK,F,2
9165,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,45 to 54 years,WHITE,F,3
9166,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,45 to 54 years,WHITE,M,10
9167,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,55 to 64 years,BLACK,F,6
9168,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,85 years and older,ASIAN,M,2
9169,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,85 years and older,BLACK,F,7
9170,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,85 years and older,OTHERS,F,2
9171,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,85 years and older,WHITE,F,10
9172,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LeVETiracetam,85 years and older,WHITE,M,24
9173,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,15 to 24 years,WHITE,F,3
9174,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,15 to 24 years,WHITE,M,8
9175,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,25 to 34 years,ASIAN,F,1
9176,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,25 to 34 years,BLACK,F,1
9177,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,25 to 34 years,WHITE,F,9
9178,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,25 to 34 years,WHITE,M,3
9179,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,35 to 44 years,OTHERS,F,7
9180,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,35 to 44 years,OTHERS,M,4
9181,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,35 to 44 years,WHITE,F,1
9182,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,35 to 44 years,WHITE,M,60
9183,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,45 to 54 years,ASIAN,F,2
9184,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,45 to 54 years,BLACK,F,4
9185,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,45 to 54 years,BLACK,M,2
9186,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,45 to 54 years,WHITE,F,23
9187,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,45 to 54 years,WHITE,M,30
9188,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,55 to 64 years,BLACK,F,1
9189,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,55 to 64 years,BLACK,M,7
9190,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,55 to 64 years,OTHERS,F,1
9191,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,55 to 64 years,OTHERS,M,1
9192,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,55 to 64 years,WHITE,F,9
9193,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,55 to 64 years,WHITE,M,11
9194,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,65 to 74 years,BLACK,F,3
9195,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,65 to 74 years,OTHERS,F,2
9196,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,65 to 74 years,OTHERS,M,1
9197,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,65 to 74 years,WHITE,F,5
9198,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,65 to 74 years,WHITE,M,6
9199,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,75 to 84 years,BLACK,F,1
9200,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,75 to 84 years,OTHERS,M,1
9201,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,75 to 84 years,WHITE,F,4
9202,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,75 to 84 years,WHITE,M,7
9203,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,ASIAN,F,11
9204,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,ASIAN,M,8
9205,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,BLACK,F,38
9206,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,BLACK,M,12
9207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,HISPANIC OR LATINO,F,7
9208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,HISPANIC OR LATINO,M,2
9209,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,OTHERS,F,23
9210,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,OTHERS,M,17
9211,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,WHITE,F,103
9212,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Magnesium Sulfate,85 years and older,WHITE,M,135
9213,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,25 to 34 years,WHITE,F,1
9214,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,25 to 34 years,WHITE,M,4
9215,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,35 to 44 years,OTHERS,F,3
9216,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,35 to 44 years,WHITE,M,18
9217,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,45 to 54 years,BLACK,F,7
9218,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,45 to 54 years,WHITE,F,1
9219,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,45 to 54 years,WHITE,M,12
9220,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,55 to 64 years,BLACK,F,1
9221,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,55 to 64 years,BLACK,M,9
9222,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,55 to 64 years,OTHERS,M,2
9223,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,55 to 64 years,WHITE,F,9
9224,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,55 to 64 years,WHITE,M,14
9225,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,65 to 74 years,BLACK,F,2
9226,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,65 to 74 years,OTHERS,F,11
9227,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,65 to 74 years,OTHERS,M,2
9228,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,65 to 74 years,WHITE,F,6
9229,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,65 to 74 years,WHITE,M,13
9230,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,75 to 84 years,BLACK,F,2
9231,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,75 to 84 years,OTHERS,M,2
9232,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,75 to 84 years,WHITE,F,12
9233,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,75 to 84 years,WHITE,M,36
9234,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,ASIAN,F,24
9235,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,ASIAN,M,14
9236,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,BLACK,F,31
9237,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,BLACK,M,4
9238,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,HISPANIC OR LATINO,F,2
9239,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,OTHERS,F,29
9240,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,OTHERS,M,19
9241,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,WHITE,F,77
9242,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Metoprolol Tartrate,85 years and older,WHITE,M,160
9243,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,25 to 34 years,BLACK,F,5
9244,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,25 to 34 years,WHITE,F,2
9245,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,25 to 34 years,WHITE,M,12
9246,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,35 to 44 years,OTHERS,F,2
9247,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,35 to 44 years,WHITE,M,9
9248,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,45 to 54 years,WHITE,F,19
9249,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,45 to 54 years,WHITE,M,16
9250,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,55 to 64 years,BLACK,F,2
9251,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,55 to 64 years,BLACK,M,2
9252,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,55 to 64 years,OTHERS,F,1
9253,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,55 to 64 years,OTHERS,M,1
9254,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,55 to 64 years,WHITE,F,10
9255,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,55 to 64 years,WHITE,M,4
9256,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,65 to 74 years,BLACK,F,2
9257,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,65 to 74 years,WHITE,F,7
9258,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,65 to 74 years,WHITE,M,18
9259,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,75 to 84 years,WHITE,F,1
9260,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,75 to 84 years,WHITE,M,11
9261,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,ASIAN,F,3
9262,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,ASIAN,M,7
9263,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,BLACK,F,18
9264,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,BLACK,M,18
9265,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,HISPANIC OR LATINO,F,24
9266,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,HISPANIC OR LATINO,M,2
9267,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,OTHERS,F,25
9268,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,OTHERS,M,29
9269,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,WHITE,F,191
9270,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NS,85 years and older,WHITE,M,215
9271,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,15 to 24 years,WHITE,F,2
9272,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,25 to 34 years,WHITE,F,2
9273,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,25 to 34 years,WHITE,M,2
9274,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,35 to 44 years,OTHERS,F,2
9275,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,35 to 44 years,WHITE,F,3
9276,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,35 to 44 years,WHITE,M,14
9277,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,Pantoprazole,45 to 54 years,BLACK,F,1
